date,price,reference
2011/06/17,19.3,http://www.carbonnews.co.nz/story.asp?storyID=5444
2011/06/24,18,http://www.carbonnews.co.nz/story.asp?storyID=5487
2011/06/30,18,http://www.carbonnews.co.nz/story.asp?storyID=5468
2011/07/08,18,http://www.carbonnews.co.nz/story.asp?storyID=5488
2011/07/15,17.25,http://www.carbonnews.co.nz/story.asp?storyID=5501
2011/07/21,16.3,http://www.carbonnews.co.nz/story.asp?storyID=5512
2011/07/29,15.8,http://www.carbonnews.co.nz/story.asp?storyID=5524
2011/08/05,13.8,http://www.carbonnews.co.nz/story.asp?storyID=5545
2011/08/14,14,http://www.carbonnews.co.nz/story.asp?storyID=5560
2011/08/19,15,http://www.carbonnews.co.nz/story.asp?storyID=5574
2011/08/26,16.35,http://www.carbonnews.co.nz/story.asp?storyID=5582
2011/09/02,15.5,http://www.carbonnews.co.nz/story.asp?storyID=5594
2011/09/09,15,http://www.carbonnews.co.nz/story.asp?storyID=5611
2011/09/16,15,http://www.carbonnews.co.nz/story.asp?storyID=5626
2011/09/23,14.73,http://www.carbonnews.co.nz/story.asp?storyID=5638
2011/09/30,14.3,http://www.carbonnews.co.nz/story.asp?storyID=5654
2011/10/28,13.5,http://www.carbonnews.co.nz/story.asp?storyID=5705
2011/10/31,13.86,"chart digitized"
2011/11/04,12.45,http://www.carbonnews.co.nz/story.asp?storyID=5721
2011/11/11,13,http://www.carbonnews.co.nz/story.asp?storyID=5741
2011/11/18,13,http://www.carbonnews.co.nz/story.asp?storyID=5756
2011/11/25,12.1,http://www.carbonnews.co.nz/story.asp?storyID=5765
2011/11/30,13.5,http://www.carbonnews.co.nz/story.asp?storyID=5705
2011/12/02,11,http://www.carbonnews.co.nz/story.asp?storyID=5784
2011/12/04,11,http://www.stuff.co.nz/business/6081834/Carbon-credits-pricing-crashes-and-burns
2011/12/09,9.5,http://uk.reuters.com/article/newzealand-carbon-idUKL3E7N901120111209
2011/12/16,8.3,http://www.carbonnews.co.nz/story.asp?storyID=5808
2012/01/19,7,http://uk.reuters.com/article/newzealand-carbon-idUKL3E8CK01E20120120
2012/01/20,7,http://www.carbonnews.co.nz/story.asp?storyID=5829
2012/02/03,7.65,http://uk.reuters.com/article/newzealand-carbon-idUKL4E8D31Z620120203
2012/02/10,7.65,http://uk.reuters.com/article/newzealand-carbon-idUKL5E8DG5G420120217
2012/02/16,7.95,http://www.reuters.com/article/newzealand-carbon-idUSL5E8DG5G420120217
2012/02/17,7.95,http://uk.reuters.com/article/newzealand-carbon-idUKL5E8DG5G420120217
2012/02/18,8,http://www.carbonnews.co.nz/story.asp?storyID=5886
2012/02/28,8.5,http://www.bloomberg.com/news/articles/2012-07-12/new-zealand-resists-higher-carbon-price-plans-link-to-australia
2012/03/01,7.95,http://www.reuters.com/article/newzealand-carbon-idUSL4E8E171W20120302
2012/03/09,7.9,http://uk.reuters.com/article/newzealand-carbon-idUKL5E8EF86T20120316
2012/03/16,7.4,http://uk.reuters.com/article/newzealand-carbon-idUKL5E8EF86T20120316
2012/03/23,7.85,http://uk.reuters.com/article/newzealand-carbon-idUKL3E8EU0F220120330
2012/03/30,7.6,http://uk.reuters.com/article/newzealand-carbon-idUKL3E8EU0F220120330
2012/03/31,7,http://www.carbonnews.co.nz/story.asp?storyID=5939
2012/04/15,7.41,"Chart digitised"
2012/04/20,7.5,http://www.carbonnews.co.nz/story.asp?storyID=6024
2012/05/04,6.6,http://www.carbonnews.co.nz/story.asp?storyID=6053
2012/05/11,6.2,http://www.carbonnews.co.nz/story.asp?storyID=6068
2012/05/31,5.9,http://www.carbonnews.co.nz/story.asp?storyID=6115
2012/06/21,6.6,http://www.reuters.com/article/us-market-carbon-new-zealand-idUSBRE85R0F620120628
2012/06/28,6.95,http://www.reuters.com/article/us-market-carbon-new-zealand-idUSBRE85R0F620120628
2012/07/02,6.95,http://www.reuters.com/article/us-newzealand-carbon-idUSBRE86108220120702
2012/07/03,6.95,https://www.nbr.co.nz/article/ets-decisions-will-bury-carbon-market-years-wb-122700
2012/07/12,6.3,http://www.eco-business.com/news/new-zealand-resists-higher-carbon-price-plans-link-to-australia/
2012/07/13,6.1,http://www.bloomberg.com/news/articles/2012-07-12/new-zealand-resists-higher-carbon-price-plans-link-to-australia
2012/07/27,4.9,http://www.carbonnews.co.nz/story.asp?storyID=6222
2012/08/03,4.9,http://www.carbonnews.co.nz/story.asp?storyID=6235
2012/08/10,5,https://www.nbr.co.nz/article/ets-loophole-halves-cost-biggest-nz-carbon-emitters-wb-125587
2012/09/06,4.85,http://www.carbonnews.co.nz/story.asp?storyID=6319
2012/09/07,4.65,http://cf.datawrapper.de/H296a/4/
2012/09/14,3.6,http://cf.datawrapper.de/H296a/4/
2012/09/17,4.2,http://www.odt.co.nz/news/business/226151/fears-emissions-trading-scheme
2012/09/21,3.1,http://cf.datawrapper.de/H296a/4/
2012/09/28,3.7,http://cf.datawrapper.de/H296a/4/
2012/10/05,3.45,http://cf.datawrapper.de/H296a/4/
2012/10/12,3.2,http://cf.datawrapper.de/H296a/4/
2012/10/19,2.85,http://cf.datawrapper.de/H296a/4/
2012/10/25,3,http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=10842724
2012/10/26,2.5,http://cf.datawrapper.de/H296a/4/
2012/11/02,2.5,http://www.reuters.com/article/newzealand-carbon-idUSL3E8LP1E220121102
2012/11/02,2.8,http://cf.datawrapper.de/H296a/4/
2012/11/09,2.65,http://cf.datawrapper.de/H296a/4/
2012/11/23,2.75,http://cf.datawrapper.de/H296a/4/
2012/12/07,2.5,http://www.carbonnews.co.nz/story.asp?storyID=6519
2013/01/11,2.35,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/01/18,2.4,http://cf.datawrapper.de/H296a/4/
2013/01/25,2.3,http://cf.datawrapper.de/H296a/4/
2013/02/01,2.35,http://cf.datawrapper.de/H296a/4/
2013/02/03,2.5,http://www.stuff.co.nz/business/8252659/Carbon-credit-price-meltdown
2013/02/08,2.25,http://cf.datawrapper.de/H296a/4/
2013/02/22,1.6,http://cf.datawrapper.de/H296a/4/
2013/03/01,1.65,http://cf.datawrapper.de/H296a/4/
2013/03/08,1.9,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/03/15,1.8,http://cf.datawrapper.de/H296a/4/
2013/03/28,1.9,http://cf.datawrapper.de/H296a/4/
2013/03/29,2,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/04/05,1.9,http://cf.datawrapper.de/H296a/4/
2013/04/12,2.05,http://cf.datawrapper.de/H296a/4/
2013/04/19,2.1,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/04/26,2,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/05/03,1.85,http://cf.datawrapper.de/H296a/4/
2013/05/10,1.97,http://cf.datawrapper.de/H296a/4/
2013/05/17,1.95,http://cf.datawrapper.de/H296a/4/
2013/05/24,2,http://www.carbonnews.co.nz/story.asp?storyID=6811
2013/05/31,1.95,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/06/07,1.6,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/06/14,1.75,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/06/21,1.8,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/06/28,1.8,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/06/28,2.5,http://www.carbonnews.co.nz/story.asp?storyID=6971
2013/07/05,1.88,http://cf.datawrapper.de/H296a/4/
2013/07/12,2,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/07/22,2.02,http://cf.datawrapper.de/H296a/4/
2013/07/26,2.08,http://cf.datawrapper.de/H296a/4/
2013/08/02,2.1,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/08/09,2.6,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/08/16,2.7,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/08/22,3,http://www.carbonnews.co.nz/story.asp?storyID=7015
2013/08/23,4.55,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/08/30,4.2,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/08/30,4.5,http://www.carbonnews.co.nz/story.asp?storyID=7036
2013/09/06,4.3,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/09/13,4,http://www.carbonnews.co.nz/story.asp?storyID=7071
2013/09/13,4.4,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/09/20,4.55,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/09/30,4.3,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/10/02,4.1,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/10/11,4.2,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/10/17,3.95,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/10/30,3.65,http://cf.datawrapper.de/H296a/4/
2013/10/31,3.6,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/11/13,3.15,http://cf.datawrapper.de/H296a/4/
2013/11/15,3,http://cf.datawrapper.de/H296a/4/
2013/11/18,3.1,http://cf.datawrapper.de/H296a/4/
2013/11/22,3.15,http://cf.datawrapper.de/H296a/4/
2013/11/26,3.3,http://cf.datawrapper.de/H296a/4/
2013/11/29,3.45,http://cf.datawrapper.de/H296a/4/
2013/12/02,4.05,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/12/06,4,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/12/12,3.5,http://cf.datawrapper.de/H296a/4/
2013/12/16,3.45,http://www.carbonforestservices.co.nz/nzueru-chart.html
2013/12/31,3.1,http://cf.datawrapper.de/H296a/4/
2014/01/08,3.15,http://www.carbonforestservices.co.nz/nzueru-chart.html
2014/01/10,3.15,http://cf.datawrapper.de/H296a/4/
2014/01/20,3.3,http://cf.datawrapper.de/H296a/4/
2014/01/28,3.25,http://cf.datawrapper.de/H296a/4/
2014/02/04,3.2,http://www.carbonforestservices.co.nz/nzueru-chart.html
2014/02/10,3.25,http://cf.datawrapper.de/H296a/4/
2014/02/18,3.35,http://www.carbonforestservices.co.nz/nzueru-chart.html
2014/02/27,3.15,http://www.carbonforestservices.co.nz/nzueru-chart.html
2014/03/24,3.07,http://cf.datawrapper.de/H296a/4/
2014/03/25,3.07,http://cf.datawrapper.de/H296a/4/
2014/03/26,3.07,http://cf.datawrapper.de/H296a/4/
2014/03/27,3.06,http://cf.datawrapper.de/H296a/4/
2014/03/31,3.1,http://cf.datawrapper.de/H296a/4/
2014/04/01,3.1,http://cf.datawrapper.de/H296a/4/
2014/04/08,3.07,http://cf.datawrapper.de/H296a/4/
2014/04/16,3.06,http://cf.datawrapper.de/H296a/4/
2014/04/23,3.05,http://cf.datawrapper.de/H296a/4/
2014/04/30,3,http://cf.datawrapper.de/H296a/4/
2014/05/07,3.08,http://cf.datawrapper.de/H296a/4/
2014/05/09,3.11,http://cf.datawrapper.de/H296a/4/
2014/05/15,3.16,http://cf.datawrapper.de/H296a/4/
2014/05/16,3.9,http://uk.reuters.com/article/new-zealand-carbon-idUKL3N0O21ED20140516
2014/05/19,4,http://cf.datawrapper.de/H296a/4/
2014/05/20,4.15,http://cf.datawrapper.de/H296a/4/
2014/05/22,4.1,http://cf.datawrapper.de/H296a/4/
2014/05/26,4.4,http://cf.datawrapper.de/H296a/4/
2014/05/26,4.65,http://cf.datawrapper.de/H296a/4/
2014/05/27,5.2,http://cf.datawrapper.de/H296a/4/
2014/05/30,5.15,http://cf.datawrapper.de/H296a/4/
2014/06/02,4.8,http://cf.datawrapper.de/H296a/4/
2014/06/03,5,http://cf.datawrapper.de/H296a/4/
2014/06/04,4.85,http://cf.datawrapper.de/H296a/4/
2014/06/05,5.05,http://cf.datawrapper.de/H296a/4/
2014/06/06,4.92,http://cf.datawrapper.de/H296a/4/
2014/06/13,4.7,http://cf.datawrapper.de/H296a/4/
2014/06/16,4.35,http://cf.datawrapper.de/H296a/4/
2014/06/17,4.1,http://cf.datawrapper.de/H296a/4/
2014/06/18,4.2,http://cf.datawrapper.de/H296a/4/
2014/06/23,4.17,http://cf.datawrapper.de/H296a/4/
2014/06/24,4.15,http://cf.datawrapper.de/H296a/4/
2014/06/30,4.2,http://cf.datawrapper.de/H296a/4/
2014/07/02,4.17,http://www.carbonnews.co.nz/story.asp?storyID=7852
2014/07/03,4.17,http://www.carbonnews.co.nz/story.asp?storyID=7853
2014/07/10,4.15,http://www.carbonnews.co.nz/story.asp?storyID=7871
2014/07/14,4.1,http://www.carbonnews.co.nz/story.asp?storyID=7886
2014/07/18,4,http://uk.reuters.com/article/new-zealand-carbontrading-idUKL4N0PT1DS20140718
2014/07/21,3.95,http://www.carbonnews.co.nz/story.asp?storyID=7904
2014/07/28,3.95,http://cf.datawrapper.de/H296a/4/
2014/07/29,4,http://cf.datawrapper.de/H296a/4/
2014/08/11,3.95,http://cf.datawrapper.de/H296a/4/
2014/08/14,3.85,http://cf.datawrapper.de/H296a/4/
2014/08/15,3.85,http://cf.datawrapper.de/H296a/4/
2014/08/18,3.82,http://cf.datawrapper.de/H296a/4/
2014/08/21,3.8,http://cf.datawrapper.de/H296a/4/
2014/08/25,3.8,http://cf.datawrapper.de/H296a/4/
2014/08/27,3.9,http://cf.datawrapper.de/H296a/4/
2014/08/29,4.07,http://cf.datawrapper.de/H296a/4/
2014/09/01,4.25,http://cf.datawrapper.de/H296a/4/
2014/09/02,4.22,http://cf.datawrapper.de/H296a/4/
2014/09/03,4.35,http://cf.datawrapper.de/H296a/4/
2014/09/04,4.45,http://cf.datawrapper.de/H296a/4/
2014/09/05,4.35,http://cf.datawrapper.de/H296a/4/
2014/09/07,4.35,http://cf.datawrapper.de/H296a/4/
2014/09/08,4.35,http://cf.datawrapper.de/H296a/4/
2014/09/09,4.35,http://cf.datawrapper.de/H296a/4/
2014/09/10,4.5,http://cf.datawrapper.de/H296a/4/
2014/09/12,4.5,http://cf.datawrapper.de/H296a/4/
2014/09/15,4.47,http://cf.datawrapper.de/H296a/4/
2014/09/16,4.45,http://cf.datawrapper.de/H296a/4/
2014/09/17,4.45,http://cf.datawrapper.de/H296a/4/
2014/09/18,4.5,http://cf.datawrapper.de/H296a/4/
2014/09/19,4.45,http://cf.datawrapper.de/H296a/4/
2014/09/23,4.4,http://cf.datawrapper.de/H296a/4/
2014/09/30,4.4,http://www.carbonnews.co.nz/story.asp?storyID=8158
2014/10/06,4.35,http://www.carbonnews.co.nz/story.asp?storyID=8168
2014/10/13,4.4,http://www.carbonnews.co.nz/story.asp?storyID=8191
2014/10/14,4.42,http://www.carbonnews.co.nz/story.asp?storyID=8198
2014/10/20,4.32,http://www.carbonnews.co.nz/story.asp?storyID=8212
2014/10/22,4.3,http://www.carbonnews.co.nz/story.asp?storyID=8217
2014/10/29,4.37,http://www.carbonnews.co.nz/story.asp?storyID=8231
2014/11/10,4.4,http://www.carbonnews.co.nz/story.asp?storyID=8270
2014/11/21,4.3,http://www.carbonnews.co.nz/story.asp?storyID=8300
2014/11/27,4.32,http://www.carbonnews.co.nz/story.asp?storyID=8313
2014/11/28,4.55,http://www.carbonnews.co.nz/story.asp?storyID=8325
2014/12/01,4.55,http://www.carbonnews.co.nz/story.asp?storyID=8325
2014/12/03,4.85,http://www.carbonnews.co.nz/story.asp?storyID=8334
2014/12/05,4.95,http://www.carbonnews.co.nz/story.asp?storyID=8338
2014/12/15,5.4,http://www.carbonnews.co.nz/story.asp?storyID=8362
2014/12/17,5.5,http://www.carbonnews.co.nz/story.asp?storyID=8368
2015/01/20,6,http://www.carbonnews.co.nz/story.asp?storyID=8388
2015/01/22,6,http://www.carbonnews.co.nz/story.asp?storyID=8387
2015/01/28,5.95,http://www.carbonnews.co.nz/story.asp?storyID=8408
2015/02/03,6.1,http://www.carbonnews.co.nz/story.asp?storyID=8429
2015/02/12,4.4,http://carbon-pulse.com/1018/
2015/02/16,6.45,http://www.carbonnews.co.nz/story.asp?storyID=8522
2015/02/27,5.85,http://carbon-pulse.com/1394/
2015/03/06,6.22,http://carbon-pulse.com/1646/
2015/03/13,6.45,http://carbon-pulse.com/1938/
2015/03/20,6.47,http://carbon-pulse.com/2166/
2015/03/27,6.6,http://carbon-pulse.com/2490/
2015/04/07,6.7,http://www.carbonnews.co.nz/story.asp?storyID=8579
2015/04/10,6.52,http://carbon-pulse.com/2937/
2015/04/17,6.3,http://carbon-pulse.com/3180/
2015/04/24,6.07,http://carbon-pulse.com/3455/
2015/05/01,6.07,http://carbon-pulse.com/3717/
2015/05/08,5.95,http://carbon-pulse.com/3934/
2015/05/15,4.29,http://carbon-pulse.com/4100/
2015/05/22,5.15,http://carbon-pulse.com/4350/
2015/05/29,5.25,http://carbon-pulse.com/4533/
2015/06/05,5.4,http://carbon-pulse.com/4730/
2015/06/12,6.7,http://carbon-pulse.com/4959/
2015/06/19,4.67,http://carbon-pulse.com/5225/
2015/06/26,4.61,http://carbon-pulse.com/5509/
2015/07/03,6.87,http://carbon-pulse.com/5906/
2015/07/10,7.05,http://carbon-pulse.com/6210/
2015/07/17,7,http://carbon-pulse.com/6584/
2015/07/24,6.85,http://carbon-pulse.com/6870/
2015/07/31,6.85,http://carbon-pulse.com/7160/
2015/08/07,6.9,http://carbon-pulse.com/7399/
2015/08/14,6.92,http://carbon-pulse.com/7632/
2015/08/21,6.9,http://carbon-pulse.com/7915/
2015/08/28,6.75,http://carbon-pulse.com/8195/
2015/09/04,6.85,http://carbon-pulse.com/8500/
2015/09/11,6.7,http://carbon-pulse.com/8770/
2015/09/18,6.7,http://carbon-pulse.com/9051/
2015/09/25,6.57,http://carbon-pulse.com/9383/
2015/09/28,6.65,http://www.carbonnews.co.nz/story.asp?storyID=9105
2015/10/02,6.75,http://carbon-pulse.com/9851/
2015/10/09,6.8,http://carbon-pulse.com/10155/
2015/10/16,6.9,http://carbon-pulse.com/10510/
2015/10/23,7.1,http://carbon-pulse.com/10918/
2015/10/30,7.1,http://carbon-pulse.com/11185/
2015/11/03,7.2,http://carbon-pulse.com/11362/
2015/11/06,7.25,http://carbon-pulse.com/11520/
2015/11/13,7.5,http://carbon-pulse.com/11915/
2015/11/20,7.7,http://carbon-pulse.com/12200/
2015/11/25,8.2,http://carbon-pulse.com/12483/
2015/11/27,8.32,http://carbon-pulse.com/12585/
2015/11/30,8.55,http://www.ecosystemmarketplace.com/articles/new-zealand-seeks-to-reform-a-floundering-emissions-trading-program/
2015/12/04,8.55,http://carbon-pulse.com/12853/
2015/12/09,8.7,http://www.carbonnews.co.nz/story.asp?storyID=9313
2015/12/11,8.9,http://carbon-pulse.com/13240/
2015/12/17,9.22,http://www.carbonnews.co.nz/story.asp?storyID=9337
2015/12/18,9.4,http://carbon-pulse.com/13526/
2016/01/20,9.65,http://www.carbonnews.co.nz/story.asp?storyID=9356
2016/01/21,9.6,http://www.carbonnews.co.nz/story.asp?storyID=9357
2016/01/22,9.57,http://www.carbonnews.co.nz/story.asp?storyID=9358
2016/01/25,9.6,http://www.carbonnews.co.nz/story.asp?storyID=9375
2016/01/27,9.55,http://www.carbonnews.co.nz/story.asp?storyID=9376
2016/01/28,9.5,http://www.carbonnews.co.nz/story.asp?storyID=9378
2016/02/01,9.5,http://www.carbonnews.co.nz/story.asp?storyID=9389
2016/02/03,9.52,http://www.carbonnews.co.nz/story.asp?storyID=9395
2016/02/08,9.47,http://www.carbonnews.co.nz/story.asp?storyID=9412
2016/02/11,9.3,http://www.carbonnews.co.nz/story.asp?storyID=9418
2016/02/16,9.25,http://www.carbonnews.co.nz/story.asp?storyID=9445
2016/02/17,9.35,http://www.carbonnews.co.nz/story.asp?storyID=9446
2016/02/18,9.15,http://www.carbonnews.co.nz/story.asp?storyID=9447
2016/03/04,10.05,http://www.carbonnews.co.nz/story.asp?storyID=9587
2016/03/11,11,http://www.carbonnews.co.nz/story.asp?storyID=9690
2016/03/23,11.05,http://www.carbonnews.co.nz/story.asp?storyID=9740
2016/03/30,11.07,http://www.carbonnews.co.nz/story.asp?storyID=9765
2016/04/01,11.05,http://www.carbonnews.co.nz/story.asp?storyID=9783
2016/04/06,11.85,http://www.carbonnews.co.nz/story.asp?storyID=9834
2016/04/08,12,http://www.carbonnews.co.nz/story.asp?storyID=9840
2016/04/15,13.55,http://www.carbonnews.co.nz/story.asp?storyID=9895
2016/04/22,13.15,http://www.carbonnews.co.nz/story.asp?storyID=9949
2016/04/29,14.3,http://www.carbonnews.co.nz/story.asp?storyID=10004
2016/05/06,14.65,http://www.carbonnews.co.nz/story.asp?storyID=10054
2016/05/12,14.47,http://www.carbonnews.co.nz/pagearchive.asp?id=5628816257431MQJ
2016/05/19,14.05,http://www.carbonnews.co.nz/story.asp?storyID=10154
2016/05/27,15,"http://chinacarbon.net.cn/carbon-price-hits-nz15-tonne-benchmark-new-zealand/ http://www.carbonnews.co.nz/story.asp?storyID=10227"
2016/05/27,15,http://www.carbonnews.co.nz/story.asp?storyID=10227
2016/06/03,15.75,http://www.carbonnews.co.nz/story.asp?storyID=10285
2016/06/10,16.67,http://www.carbonnews.co.nz/story.asp?storyID=10329
2016/06/14,17.05,http://carbon-pulse.com/category/new-zealand/
2016/06/15,17.15,https://commtrade.co.nz/
2016/06/16,17.25,http://www.carbonnews.co.nz/story.asp?storyID=10373
2016/06/20,18.2,http://www.carbonforestservices.co.nz/carbon-prices.html
2016/06/24,18.05,http://www.carbonforestservices.co.nz/carbon-prices.html
2016/06/30,17.85,http://www.carbonforestservices.co.nz/carbon-prices.html
2016/07/04,17.70,https://www.commtrade.co.nz/
2016/07/06,17.72,http://www.carbonnews.co.nz/story.asp?storyID=10521
2016/07/07,18.05,https://www.commtrade.co.nz/
2016/07/08,17.95,http://carbon-pulse.com/category/new-zealand/
2016/07/12,17.95,https://carbonmatch.co.nz/
2016/07/15,17.90,http://www.carbonnews.co.nz/story.asp?storyID=10590
2016/07/19,17.95,http://www.carbonforestservices.co.nz/carbon-prices.html
2016/07/20,18.05,http://www.carbonnews.co.nz/story.asp?storyID=10625
2016/07/22,18.15,http://carbon-pulse.com/category/new-zealand/
2016/07/25,18.17,http://carbon-pulse.com/category/new-zealand/
2016/07/26,18.10,https://commtrade.co.nz/
2016/07/29,18.07,http://www.carbonnews.co.nz/story.asp?storyID=10697
2016/08/02,18.05,https://carbonmatch.co.nz/
2016/08/04,17.95,http://www.carbonforestservices.co.nz/carbon-prices.html
2016/08/11,17.50,http://carbon-pulse.com/category/new-zealand/
2016/08/18,17.70,http://www.carbonnews.co.nz/story.asp?storyID=10837
2016/08/22,17.97,http://www.carbonnews.co.nz/story.asp?storyID=10855
2016/08/24,18,http://www.carbonnews.co.nz/story.asp?storyID=10877
2016/08/26,18.07,http://www.carbonnews.co.nz/story.asp?storyID=10895
2016/08/30,18.25,http://www.carbonnews.co.nz/story.asp?storyID=10914
2016/09/07,18.80,http://www.carbonnews.co.nz/story.asp?storyID=10982
2016/09/16,18.80,http://www.carbonnews.co.nz/story.asp?storyID=11056
2016/09/23,18.85,http://www.carbonnews.co.nz/story.asp?storyID=11111
2016/09/26,18.85,http://www.carbonnews.co.nz/story.asp?storyID=11118
2016/09/30,18.82,http://www.carbonnews.co.nz/story.asp?storyID=11171
2016/10/04,18.80,http://www.carbonnews.co.nz/story.asp?storyID=11191
2016/10/05,18.75,http://www.carbonnews.co.nz/story.asp?storyID=11197
2016/10/06,18.80,http://www.carbonnews.co.nz/story.asp?storyID=11207
2016/10/13,18.87,http://www.carbonnews.co.nz/story.asp?storyID=11260
2016/10/21,18.70,http://www.carbonnews.co.nz/story.asp?storyID=11321
2016/10/28,18.60,http://www.carbonnews.co.nz/story.asp?storyID=11362
2016/11/11,18.55,http://www.carbonnews.co.nz/story.asp?storyID=11464
2016/11/17,18.20,http://www.carbonnews.co.nz/story.asp?storyID=11502
2016/11/21,17.35,http://www.carbonnews.co.nz/story.asp?storyID=11522
2016/11/22,17,http://carbon-pulse.com/27105/
2016/11/25,17.30,http://www.carbonnews.co.nz/story.asp?storyID=11556
2016/12/02,17.70,http://www.carbonnews.co.nz/story.asp?storyID=11602
2016/12/09,17.85,http://www.carbonnews.co.nz/story.asp?storyID=11652
2016/12/16,17.40,http://www.carbonnews.co.nz/story.asp?storyID=11698
2016/12/19,17.00,http://www.carbonnews.co.nz/story.asp?storyID=11709
